Author,Article title,Issue,Date,Subject location,Subject keywords
"Thompson, Zoe Brigley",Maesteg to Bridgend (via Llangynwyd),228,Nov-2017,Maesteg;Bridgend;Llangynwyd,infrastructure;Reading between the lines (series);
"Gramich, Eluned",Brexit: the brutal business of citizenship,229,Feb-2018,Cardiff;Germany;,Brexit;EU;citizenship;exile
"Trezise, Rachel",Wales a zombie nation? Rachel Trezise interviews Michael Sheen,229,Feb-2018,Port Talbot;Hollywood;Aberavon Beach,Michael Sheen;socialism
"Parcerisas, Francesc",Follow the sap through the branches: the role of the writer after the Catalan referendum,229,Feb-2018,Catalonia,Catalonian independence; referendum;languages
"Kulek, Ciwanmerd",Building our Country Word by Word,229,Feb-2018,Kurdistan,Kurdish independence;referendum;Mabinogi;Kurdish language
"Green, Andrew",Nova 2017,229,Feb-2018,Royal Cambrian Academy;Conwy,contemporary art;review
"James, Eleri Hedd",R.M. (Bobi) Jones (1929-2017),229,Feb-2018,Roath;Aberystwyth,R.M. (Bobi) Jones (1929-2017);obituary
"Keehan, Bridget",Wales: becoming a penal colony?,229,Feb-2018,Wales;Cardiff,prisons;criminal justice
Steven Thompson,Anabledd,229,Feb-2018,Aberystwyth,disability;Welsh Keywords (series);
"Blewitt, Emily",Four-Minute Warning,229,Feb-2018,,poem;
"Hooker, Jeremy","Skylarks, cromlech (For Christopher Meredith)",229,Feb-2018,,poem;
"Wallace, Diana",Mother Tongue,229,Feb-2018,,short story;
"Stevenson, Peter",Carmarthen to Aberystwyth,229,Feb-2018,Carmarthen;Aberystwyth,infrastructure;Reading between the lines (series);
"Sandler, Helen",You are not welcome - travels through gentrification from the Floating City to Cardigan Bay,230,May-2018,Venice;Berlin;Cardigan Bay,gentrification;cities;tourism
"Von Rothkirch, Alyce",The meaning of home or the five stages of Brexit,230,May-2018,Swansea;Wiesbaden,home;Brexit;grief
"Williams, Darren;Evans, Jill",Why We Need an Anti-War Government,230,May-2018,Cardiff;London,war;militarism
"Harris, Jamie",How many hours to zero?,230,May-2018,Swansea Bay;Wylfa B,nuclear power;energy
"Arthur, Len",Hazard: bad employer,230,May-2018,Wales;Scotland,employment rights;trade unions
"Lloyd-Morgan, Ceridwen",More Than a Patrician with a Palette Knife,230,May-2018,National Library of Wales,art;Kyffin Williams;exhibitions
"Jones, Rhian E.",Sunken Cities and Shrieks of Sax,230,May-2018,Wales;,music;Gwenno;Manic Street Preachers;Gruff Rhys;Britishness;Welshness;minority languages
Lisa Sheppard,Mamiaith,230,May-2018,Cardiff,languages;Welsh Keywords (series);
"Edwards, Jonathan",My village as a tourist attraction,230,May-2018,,poem;
"Ameer, Abeer",Detail,230,May-2018,Karrada;Baghdad,poem;
"Elfyn, Menna",Carmarthen to Pembroke Dock,230,May-2018,Carmarthen;Pembroke Dock,infrastructure;Reading between the lines (series);
"McKeand, Sophie",Understanding the Void: Drug Law Reform & Libertarianism,231,Nov-2018,North Wales,drugs; law; police;
"Antoniw, Mick",New seams of solidarity,231,Nov-2018,Ukraine,coalfields; refugees
"Williams, Charlotte",A question of literary activism - writing black Wales,231,Nov-2018,"Cardiff, Cape Verde",literautre; BME
"Byrne, Aidan",The Virual Celt,231,Nov-2018,Wales;Ireland,video-games;Celticity
"Parker, Mike",The news where you are - reflections on the Welsh Media,231,Nov-2018,Wales; Llandaff;,media;BBC;S4C
"Webster, Catrin",A city of making - reflections on the Swansea arts scene,231,Nov-2018,Swansea,art;performance;cities;gentrification
"French, Paddy",Untroubled waters?,231,Aug-2018,Wales;Liverpool;Capel Celyn;Tryweryn,Welsh Water;privatisation;not-for-profit
"Contsantine, Mary-Ann",A magnificent badge of our subjection'? Castle tourism and the histories of Wales,231,Aug-2018,Wales;,Castles;tourism
"Leeworthy, Daryl",What would Nye do? A future direction for Welsh Labour,231,Aug-2018,Wales;,politics;Labour Party
"Ashton, Catrin",All mothers are working mothers,231,Aug-2018,Bedlinog;Cefn Gelligaer;Italy,women;working mothers;Marxism;
"Williams, Frances","Café Cultures: Pontio, Storiel and Structures of Feeling",231,Aug-2018,Bangor (Wales),cafes;Bangor;Welshness;womanhood;Raymond Williams;Pierre Bourdieu;memory
"Mazelis, Jo",Inside and Outside a Tradition: a review of ‘Women Behind the Lens’,231,Aug-2018,National Museum Cardiff,women;photography;
Daniel G. Williams,Dinasyddiaeth,231,Aug-2018,Swansea,citizenship;Welsh Keywords (series);
"Griffiths, Steve",Industry and Purpose Dalston 1991,231,Nov-2018,Dalston,poem;
"Ngalle, Eric Charles",Warnings to a Stubborn Child,231,Aug-2018,Cameroon,poem;
"Jenkins, Mike",From Aberfan t Grenfell,231,Aug-2018,Aberfan;Grenfell,poem;
"Manfredino, Carla",Sheila's Glad,231,Aug-2018,,short story;
"Brown, Rebecca",Every nation needs a narrative,231,Nov-2018,Wales; USA,postmodernism;nations;Planet Young Writers (series);
"Evans, Dan",Porthcawl to Cardiff Bay,231,Nov-2018,Porthcawl;Cardiff Bay;Whitchurch,infrastructure;Reading between the lines (series);
"Jones, Angharada Penryn",Machynlleth to Aberystwyth,231,Aug-2018,Aberystwyth;Machynlleth,infrastructure;Reading between the lines (series);
Jane Aaron,Teulu,232,Nov-2018,,family;Welsh Keywords (series);
"Dix, Hywel","All Alone in Icy Seas: Wales, Brexit and Nordic Noir",233,Feb-2019,Norway;Sweden;Denmark;Finland;Wales,
"Evans, Dan",Ambassadors for a Travelling Statelet: Fan Culture at Home and Away,233,Feb-2019,Cardiff Arms Park;Germany;Romania,Football;travel;
"Griffiths, Rajvi Glasbrook","‘A Tough Life Needs A Tough Language’ Creativity, Inequality and the New Curriculum",233,Feb-2019,,eduction;national curriculum;arts eduction
"Hopwood, Mererid","Reclaim our Land, Sea and Sky: The Welsh Peace Movement",233,Feb-2019,Wales;UK;,peace movement;commemoration;First World War
"Jones, Huw David","Art Review, Artes Mundi 8",233,Feb-2019,"National Museum, Cardiff",Artes Mundi 8;contemporary art;
"Jones, Ffion","Theatre review, Nyrsys",233,Feb-2019,,theatre;NHS;nursing
Sara Peacock,Dysgwr,233,Feb-2019,Cardiff,language;Welsh Keywords (series);
"Hopwood, Mererid",Wedi Cad Coludd ar Ddrain' Cynddelw Brydydd Mawr,233,Feb-2019,,poem;
"Rhys, Tracy",The Mud Service,233,Feb-2019,,poem;
"Byapari, Manoranjan;Ramaswamy, V. (trans.)",The Times,233,Feb-2019,Bangladesh;West Bengal;,short story;
"Hughes, Tristan","Flint to Valley, The Dragon and the Island",233,Feb-2019,Flint;Valley;Prestatyn,infrastructure;Reading between the lines (series);
"Timms, Deian",Beyond Great Powers and Big Labels: Soundtracks to Independence,234,May-2019,Wales;Scotland;Cornwall;Hungary;Paris,music;record labels
"Joseph, Mike",Windrush and Other Immigrants: A Tale of Connections,234,May-2019,Germany;Cardiff;Jamaica;Liverpool;Manchester,migration;violence;Windrush
"Arikan, Meltem",When Wales Wrapped Herself Around Me,234,May-2019,Gezi Park;Brecon;,theatre;walking;migration
"Gorman, Damian",Field Notes: A process and a poem,234,May-2019,Derry;Newcastle County Down;New Quay,The Troubles;poetry
"Daffin, Jen ;Evans, Rachel;Swift, Naomi;Waters, Cerith",Austerity Hurts: How Psychology Can Help Us Understand the Cost of Poverty,234,May-2019,South Wales,austerity;psychology;mental health;poverty;policy
"Huws, Catrin Fflur",Sex Drugs and the Electoral Roll,234,May-2019,National Assembly;,elections;voting age;Welsh Assembly
"Gramich, Eluned",A Dancing Clod of Earth,234,May-2019,National Library of Wales;Senedd Cardiff Bay;Swansea Museum;Galeri Caernarfon,art;literature;cartography;
Mihangel Morgan,Ych-a-fi,234,May-2019,Aberystwyth,disgust;Welsh Keywords (series);
"Gorman, Damian",Field Notes ,234,May-2019,Derry;,poem;
"Apichella, Maria",Sunday Lunch with the Doctor,234,May-2019,,poem;
"Jones, Liz",Methyr Tydfil to Cardiff,234,May-2019,Merthyr Tydfil;Cardiff,infrastructure;Reading between the lines (series);
"Green, Andrew",University challenged,235,Aug-2019,University of Wales,higher education;universities
"Todd, Russell",Casting off the Shackles: the Future of Community Development,235,Aug-2019,,community;Welsh Government;social justice
"Penrhyn-Jones, Sara",Kiribati More than a canary in a coalmine,235,Aug-2019,Kiribati;pacific ocean,climate change;oceans;islands
"Mazelis, Jo",A Forest of Fifty Years’ Work,235,Aug-2019,National Museum Cardiff,art;David Nash;ecology;sculpture
"Tregidga, Garry",Levant and Kernow: 100 Years On,235,Aug-2019,St. Just;Cornwall;,tin;mining;brexit;
"Stevenson, Peter",The Moon-eyed People,235,Aug-2019,Appalachia;Aberaeron;Ohio;Afghanistan;Iraq;Lesvos;Aberart;Calais,folklore;coalmining
"Rosiak, Karolina",“It’s a Matter of Finding a Cultural Community” Polish Migrants and the Welsh Language,235,Aug-2019,,Poland;migration;language
"Edkins, Jenny",As it turned out ,235,Aug-2019,,original literature
Manon Steffan Ros,Trugaredd,235,Aug-2019,Tywyn,mercy;Welsh Keywords (series);
"McKeand, Sophie",Apocalypse Road,235,Aug-2019,,poem;
"Parker, Mike",Morfa Mawddach to Llandecwyn,235,Aug-2019,Morfa Mawddach;Llandecwyn,infrastructure;Reading between the lines (series);
"Kane, Vincent",Wales from Brussels,5/6,Jun-1971,Wales;Brussels;Belgium,agriculture;Common Market;EEC;
"Mansholt, Sicco Leendert",Wales from Brussels,5/6,Jun-1971,Wales;Brussels;Belgium,Common Market;EEC;
"Ameye, Louis",Wales from Brussels,5/6,Jun-1971,Brussels;Belgium;Wales,industry;
"Jenkins, John",Letters from Wormwood Scrubs,5/6,Jun-1971,Wales;,nationalism;
"Thomas, Ned",Changing the University of Wales - some statements,5/6,Jun-1971,,graduate unemployment;universities;
"Stephens, Raymond",The end of the Victorian family,5/6,Jun-1971,,University of Wales;
"Griffiths, J. Gwyn",A Welsh-medium college,5/6,Jun-1971,,higher education;Welsh language;
"Murgatroyd, Steve J.",Student community action,5/6,Jun-1971,,students;activism;
,Why not a federal structure?,5/6,Jun-1971,,federalism;devolution;
"Engelhard, Mike",Coming down,5/6,Jun-1971,,university graduates;unemployment;
"Luckin, Bill",The politics of corrective education,5/6,Jun-1971,,corrective education;education;penal system;
"Griffiths, Vivian",Gilfach Goch,5/6,Jun-1971,Gilfach Goch;,
"Buchanan, Keith","Wealth, welfare and illfare",5/6,Jun-1971,Wales,economy;welfare;
"Thompson, F.G.",Highland development,5/6,Jun-1971,Scotland;,"Highlands and Islands Development Board;development;planning, regional;"
"Tripp, John",At the rainbow's end,5/6,Jun-1971,Tenby;,
"Hooker, Jeremy",To open the mind,5/6,Jun-1971,,"Olson, Charles;"
"Williams, Jim",Poppit,5/6,Jun-1971,,Sunday schools;
"Thomas, Ned",10:30 and all that,5/6,Jun-1971,Wales;,Eye on Wales (series);broadcasting;television;
"Lewis, C. Roy",The Dulas Valley community,5/6,Jun-1971,Dulas Valley;,Eye on Wales (series);
"Lipman, Beata",With Eccles round the arts,5/6,Jun-1971,,"Eye on Wales (series);arts;Eccles, David McAdam, Lord;Welsh Arts Council;"
"Thomas, Ned",Keeping up with Wales,5/6,Jun-1971,,Eye on Wales (series);publications;
"Jones, Charles",Portraits from local government:1,[1],-,,local government;
"Beynon, Bleddyn",Portraits from local government,[2],-,,local government;
"Nisbet, Robert",Portraits from local government,[3],-,,local government;
"Davies, John D.",Hearing others speak: the South African experience,18/19,Jun-1973,South Africa;,language;
"Edwards, Sian",The great British university on sunset boulevard (1),18/19,Jun-1973,Aberystwyth;,"University College of Wales, Aberystwyth"
"Vaughan-Thomas, David",The great British university on sunset boulevard (2),18/19,Jun-1973,Aberystwyth;,"University College of Wales, Aberystwyth"
"Spikes, John",The great British university on sunset boulevard (3),18/19,Jun-1973,Aberystwyth;,"University College of Wales, Aberystwyth"
"Hammond, Harold E.",How Nixon rode with McCarthy,18/19,Jun-1973,Washington DC;United States;,"McCarthy, Joseph R.;Nixon, Richard Milhouse;"
"Jones, Elizabeth",Bilingual education in the United States,18/19,Jun-1973,United States;,bilingual education;
"Jones, John Idris",So long Frank Lloyd Wright,18/19,Jun-1973,United States;,"Wright, Frank Lloyd;architecture;"
"Jones, Richard",Anglo-American attitudes in the novel,18/19,Jun-1973,,English literature;novels;
"Tripp, John",The English at the Eisteddfod,18/19,Jun-1973,,eisteddfodau;National Eisteddfod;
"Evans, Peter",The arts of politics,18/19,Jun-1973,Wales;,nationalism;
"Nisbet, Robert",Croeso on the sugar wrappings,18/19,Jun-1973,Pembrokeshire;,tourism;
"King, H.K.",The Cambrian Coast Line,18/19,Jun-1973,,Cambrian Coast Railway;
"Jones, Charles",The Freemen of Merthyr,18/19,Jun-1973,Merthyr Tydfil;,local government;
"Beynon, Bleddyn",The councillor,18/19,Jun-1973,,
"Nisbet, Robert",Scene for Keane,18/19,Jun-1973,,
"Thomas, Roger",Llanwrtyd Wells - an evocation,18/19,Jun-1973,Llanwrtyd Wells;,
"Wade, Stephen",A Lancastrian Welsh nationalist,18/19,Jun-1973,Lancashire;,"Bamford, Samuel"
"North, Michael",Living in Wales (8),18/19,Jun-1973,,Living in Wales (series)
"Thomas, Ned",A Commission on the language?,18/19,Jun-1973,,Eye on Wales (series);Welsh language;
"Woolfe, Ray",Second time around,24/25,Aug-1974,Wales;,nationalism;
"Geddes, Michael",Why regional planning never works,24/25,Aug-1974,,"planning, regional;"
"Williams, Joan",One blood yet twain',24/25,Aug-1974,,"Meredith, George;nationalism;English attitudes to Wales;"
"Ngugi, James",On the abolition of the English Department,24/25,Aug-1974,Africa;Kenya,African languages;African literature;University of Nairobi;
"Kane, Vincent;Powell, Enoch;",Devolution and self-determination,24/25,Aug-1974,Spain;Galicia;,devolution;
"Hooker, Jeremy",Living in Wales,24/25,Aug-1974,,Living in Wales (series)
"Rowlands, John G.",The one/the other,24/25,Aug-1974,Wales;,bilingualism
"Tripp, John",End of a Guild,24/25,Aug-1974,,Guild of Welsh Writers;
"Maro, Judith",Israel - back to sources,24/25,Aug-1974,Israel;,
"Osmond, John",inflation and devolution,26/27,Dec-1974,Wales;,devolution;economy;inflation;
"Ionesco, Eugene;Lipman, Beata;",Enter Ionesco,26/27,Dec-1974,Romania;,
"Williams, Joan",Writers of Wales',26/27,Dec-1974,,Anglo-Welsh literature;Welsh literature;Writers of Wales series
"Tripp, John",The way the biscuit crumbles,26/27,Dec-1974,,
"Maidment, Brian",Living in Anglesey,26/27,Dec-1974,Anglesey;,Living in Wales (series)
"Lilly, Mark",The novels of BS Johnson,26/27,Dec-1974,,"Johnson, B.S."
"Stephens, Meic",The Faroe Islands,26/27,Dec-1974,Faroe Islands;,
"Hollyman, John Ll.",ETA and the Basque problem,26/27,Dec-1974,Basque provinces;Spain;France;,ETA;Euzkadi Ta Azkatasuna;nationalism;Basque;
Cymdeithas yr Iaith,Manifesto (tr. Harri Webb),26/27,Dec-1974,,Cymdeithas yr Iaith;Welsh language;translation;
Welsh Language Society,Manifesto (tr. Harri Webb),26/27,Dec-1974,,Cymdeithas yr Iaith;Welsh language;translation;
"Davies, Cynog",The manifesto of Cymdeithas yr Iaith (tr. Harri Webb),26/27,Dec-1974,,Cymdeithas yr Iaith;Welsh language;
"Jones, Roger Stephens",The Angry Summer,37/8,May-1977,,
Celtic League,Statement (on Socialisma nd national aspirations),37/8,May-1977,,nationalism;socialism;
"Cox, Idris",Socialism and the national question,37/8,May-1977,,Conference on Socialism and the National Question;Socialism;nationalism;
"Davies, Brian",Towards a new synthesis,37/8,May-1977,Wales;,Working class movements;nationalism;
"Dyer, D.I.",Revolutionary nationalism,37/8,May-1977,,nationalism;
"Griffiths, Tweli",The November Conference,37/8,May-1977,,Conference on Socialism and the National Question;Socialism;nationalism;
"Haines, Meic",Cymru Goch,37/8,May-1977,,Conference on Socialism and the National Question;Socialism;Cymru Goch;nationalism;
"Hall, Peter",The November Conference,37/8,May-1977,,Conference on Socialism and the National Question;Socialism;nationalism;
"Hall, Peter",Working-class unity,37/8,May-1977,Wales;,Class;working classes;Conference on Socialism and the National Question;Socialism;nationalism;
"Hill, Greg",Fourth World colloquium,37/8,May-1977,,Community;planning;resurgence olloquium on community and planning;
"James, Wynford",Cymdeithasiaeth,37/8,May-1977,Wales;,Conference on Socialism and the National Question;Socialism;nationalism;
"Jones, Richard",The Music of TIme,37/8,May-1977,,"Powell, Anthony;"
"Kelly, Gareth S.","Socialism, multi-national states and sovereignty",37/8,May-1977,,Conference on Socialism and the National Question;Socialism;nationalism;
"Mac Aonghusa, Michael",(Synopsis of speech at the November Conference on Socialism and the National Question),37/8,May-1977,,Conference on Socialism and the National Question;Socialism;nationalism;
"Miles, Gareth",Ambrose Bebb,37/8,May-1977,Wales;,"Bebb, Ambrose;Conference on Socialism and the National Question;Socialism;nationalism;"
"Nairn, Tom",The S.L.P.,37/8,May-1977,Scotland;,"Labour Party, Scottish;"
"Parsons, David W.",Living in Hampstead,37/8,May-1977,,
"Peach, Linden",The pure present,37/8,May-1977,,"Snyder, Gary;"
"Person, Yves",Against the nation-state,37/8,May-1977,,nationalism;socialism;
"Saunders, Tim",Towards a new analysis,37/8,May-1977,,nationalism;
"Williams, Phil",The internal colony,37/8,May-1977,,"Colonialism, internal;nationalism;"
"Williams, Waldo",War and the state,37/8,May-1977,,"pacifism;State, The;War;"
"Wilson, Alistair",Socialism and nationalism (interview),37/8,May-1977,Wales;Scotland;,socialism;nationalism;
"Bell, Stephen",The international tribunal on Britain's presence in Ireland,45/6,Nov-1978,Northern Ireland;Ireland;,International Tribunal on Britain's Presence in Ireland;
"Bugincourt, Jacques",Tourism and the Third World,45/6,Nov-1978,,Third World;Global South;tourism;
"Dale-Jones, Don",Anglo-Welsh literature in the schools of Wales,45/6,Nov-1978,Wales;,Anglo-Welsh literature;education;teaching of literature;
"Davies, D.O.",The Muslim faith is making no progress in Britain,45/6,Nov-1978,,opinion polls;
"Day, Graham",Underdeveloped Wales?,45/6,Nov-1978,Wales;,"Economic development;Eastlake, William;"
"Fennell, Desmond",The Irish Samurai,45/6,Nov-1978,Ireland;Northern Ireland;Ulster;,IRA;republicanism;politics;republicanism;
"Fennell, Desmond",Northern Ireland: the search for a solution,45/6,Nov-1978,Ireland;Northern Ireland;Ulster;,politics;
"Glen, Duncan",Hugh MacDiarmid 1892-1978,45/6,Nov-1978,obituary;,"MacDiarmid, Hugh;obituary"
"Hill, Greg",Living in Wales,45/6,Nov-1978,Wales;,living in Wales;
"Hirst, Desiree",Gradual warfare,45/6,Nov-1978,Northern Ireland;Ulster;,poetry;literature;
"Jones, Roger",A phoenix in Wales,45/6,Nov-1978,Wales;,tourism;
